"Average Speed of Drones";"tick"
12.568415764091046;607.0
12.52841196780447;609.0
12.488100642037574;611.0
12.449364461992042;613.0
12.410180546592033;615.0
12.371176454198789;617.0
12.331900363533137;619.0
12.293512417896252;621.0
12.256009752055744;623.0
12.217892348983153;625.0
12.179649773620763;627.0
12.142293729520683;629.0
12.105607629742483;631.0
12.0683911589182;633.0
12.031140220810114;635.0
11.995481545732302;637.0
11.959293043302313;639.0
11.924476139220886;641.0
11.888501672292623;643.0
11.852655179842447;645.0
11.81746764803806;647.0
11.78317324569646;649.0
11.748516352795821;651.0
11.714302248851734;653.0
11.681326577799766;655.0
11.648919289430335;657.0
11.617132510877493;659.0
11.586106457130827;661.0
11.556811293661102;663.0
11.529177647049561;665.0
11.502986898890907;667.0
11.475834196754418;669.0
11.450098067677681;671.0
11.424677965496002;673.0
11.398800477875072;675.0
11.37268265853657;677.0
11.347402619587298;679.0
11.32304548201665;681.0
11.297021930597195;683.0
11.270375212367467;685.0
11.244587559340822;687.0
11.218144367494032;689.0
11.190564316643561;691.0
11.162324312681264;693.0
11.134586490612653;695.0
11.10740107246866;697.0
11.08076651642312;699.0
11.052566251508052;701.0
11.025048881948681;703.0
10.998828010780796;705.0
10.971205137292293;707.0
10.942818184302627;709.0
10.913473230723588;711.0
10.88376667032718;713.0
10.854371311906185;715.0
10.825803799988105;717.0
10.79771720537158;719.0
10.770101761592235;721.0
10.743216421029059;723.0
10.717216672255939;725.0
10.69209503214235;727.0
10.667766289154802;729.0
10.644119173000473;731.0
10.621042097585564;733.0
10.598435647933512;735.0
10.57621731232605;737.0
10.554321793821199;739.0
10.531589399547512;741.0
10.509405597598148;743.0
10.48653364582318;745.0
10.463711817080108;747.0
10.441040747843118;749.0
10.417902346066068;751.0
10.394432533268466;753.0
10.370730320937728;755.0
10.34687297528414;757.0
10.32292353054607;759.0
10.298928681339419;761.0
10.274898852836088;763.0
10.251117560017683;765.0
10.227217143217242;767.0
10.20335736805871;769.0
10.179339743997726;771.0
10.154975953659813;773.0
10.130232982924328;775.0
10.105455384711515;777.0
10.081340414115648;779.0
10.05765118267885;781.0
10.034135087941527;783.0
10.010991608999745;785.0
9.988849743434567;787.0
9.967584654766098;789.0
9.947056118291426;791.0
9.927128853379962;793.0
9.907683893455502;795.0
9.88862317473732;797.0
9.869869545763713;799.0
9.851364312156186;801.0
9.833063877693538;803.0
9.815171764832453;805.0
9.796490543050448;807.0
9.779157641956147;809.0
9.762149894648282;811.0
9.746025388725792;813.0
9.730739498012422;815.0
9.715611039890227;817.0
9.700621104373816;819.0
9.686371081404612;821.0
9.672649282215882;823.0
9.65909306090951;825.0
9.646085835132585;827.0
9.634015481587962;829.0
9.623773060518852;831.0
9.613202287248098;833.0
9.603564764385236;835.0
9.594665288987942;837.0
9.586073047714981;839.0
9.577591939945227;841.0
9.568971868960812;843.0
9.561105848117167;845.0
9.554226021520313;847.0
9.548245833565502;849.0
9.543033842284387;851.0
9.537029721217003;853.0
9.53185051224907;855.0
9.526282873465423;857.0
9.521085602032041;859.0
9.515594276528205;861.0
9.510698451510027;863.0
9.507177575243446;865.0
9.504620247931134;867.0
9.5030670633813;869.0
9.501922049046282;871.0
9.501114665962472;873.0
9.500113165177263;875.0
9.499404152108852;877.0
9.498004177158606;879.0
9.496838430393664;881.0
9.49489553406029;883.0
9.49300352637234;885.0
9.490508194418172;887.0
9.487424364166024;889.0
9.483890857117801;891.0
9.48049264604063;893.0
9.477256897378528;895.0
9.473957217050591;897.0
9.471355838404731;899.0
9.468046220436444;901.0
9.464426487013993;903.0
9.461174952234492;905.0
9.456966373996853;907.0
9.453344196124132;909.0
9.449634042675084;911.0
9.446580445622795;913.0
9.444591985905701;915.0
9.443649260528792;917.0
9.443614152972236;919.0
9.444306402018862;921.0
9.445536938795751;923.0
9.447121046053823;925.0
9.448486800808391;927.0
9.449610906429887;929.0
9.450072496590455;931.0
9.449099676006238;933.0
9.447270957030355;935.0
9.444253003957899;937.0
9.440516567966846;939.0
9.43616223152274;941.0
9.432301633375149;943.0
9.427803588589873;945.0
9.423717286782749;947.0
9.419167268813254;949.0
9.41428185844652;951.0
9.408942100026675;953.0
9.403104524533228;955.0
9.397209302257677;957.0
9.391007473727106;959.0
9.383688671228477;961.0
9.375446483860243;963.0
9.36765039013527;965.0
9.359222115870013;967.0
9.349469182725237;969.0
9.339082451106194;971.0
9.328410827896322;973.0
9.319419326121347;975.0
9.312815775667875;977.0
9.307980718049803;979.0
9.30502850708651;981.0
9.303282722260352;983.0
9.301529151519306;985.0
9.30017254449491;987.0
9.299993270863391;989.0
9.299895565728335;991.0
9.300270574147163;993.0
9.301199462197014;995.0
9.302238676078876;997.0
9.30372793832048;999.0
9.30555114448254;1001.0
9.307594107993973;1003.0
9.30975021960374;1005.0
9.3119338780424;1007.0
9.313901221447773;1009.0
9.31574922755047;1011.0
9.31709743646775;1013.0
9.31880719185073;1015.0
9.320840819370876;1017.0
9.32331078728467;1019.0
9.32567369452859;1021.0
9.32839353216543;1023.0
9.330652218797667;1025.0
9.331904290070034;1027.0
9.332729695683424;1029.0
9.332820976758372;1031.0
9.33169152727737;1033.0
9.329375281649165;1035.0
9.32674885712369;1037.0
9.323055221389872;1039.0
9.31870966543918;1041.0
9.313301677191706;1043.0
9.306828524821897;1045.0
9.29956929278818;1047.0
9.291670579396127;1049.0
9.28363412708547;1051.0
9.27561951663174;1053.0
9.267093543360062;1055.0
9.258292587032795;1057.0
9.25030807363836;1059.0
9.242286076332467;1061.0
9.23460154354353;1063.0
9.227409688957394;1065.0
9.220246656157297;1067.0
9.213677543740696;1069.0
9.20870615359625;1071.0
9.205631174000587;1073.0
9.204590961077727;1075.0
9.205670456068066;1077.0
9.208729663344972;1079.0
9.213252137781422;1081.0
9.219059874554144;1083.0
9.225540139278133;1085.0
9.232540602984264;1087.0
9.239919723713122;1089.0
9.247557489784846;1091.0
9.25535838867073;1093.0
9.263250008780977;1095.0
9.271179682296573;1097.0
9.279110421914087;1099.0
9.285993389992274;1101.0
9.29306553751991;1103.0
9.300039048515927;1105.0
9.30658531772517;1107.0
9.311371363498077;1109.0
9.31586255085848;1111.0
9.318832300431575;1113.0
9.322097110976541;1115.0
9.324882692154137;1117.0
9.328187836388064;1119.0
9.33061364293172;1121.0
9.333377146589616;1123.0
9.33571866101766;1125.0
9.337354529181619;1127.0
9.337701212522168;1129.0
9.338189444258392;1131.0
9.337995936225903;1133.0
9.338140403242909;1135.0
9.33805488876462;1137.0
9.33839811844331;1139.0
9.338726758829115;1141.0
9.338760156097822;1143.0
9.338162732092231;1145.0
9.33806385534035;1147.0
9.339009982812739;1149.0
9.341051938813518;1151.0
9.342966592786178;1153.0
9.345431467863822;1155.0
9.349146675054234;1157.0
9.354217555709317;1159.0
9.360683490953607;1161.0
9.368770613463688;1163.0
9.377052959026186;1165.0
9.385808881359447;1167.0
9.394462924236809;1169.0
9.403093996487371;1171.0
9.412253846477595;1173.0
9.421908149709735;1175.0
9.431945831671614;1177.0
9.441650752603039;1179.0
9.449991895337412;1181.0
9.458088959490144;1183.0
9.466170814677238;1185.0
9.473973149829472;1187.0
9.481405256963601;1189.0
9.488550679057598;1191.0
9.496467765427745;1193.0
9.504987499284962;1195.0
9.514280584669107;1197.0
9.52400550125809;1199.0
9.534402280690717;1201.0
9.545425573630848;1203.0
9.556194811145458;1205.0
9.566119730985356;1207.0
9.576293969116678;1209.0
9.58531774979672;1211.0
9.593401285101884;1213.0
9.600357989550549;1215.0
9.606175493749857;1217.0
9.611269352880495;1219.0
9.615225384735158;1221.0
9.618570900098213;1223.0
9.62138093453727;1225.0
9.62429602019284;1227.0
9.626516553641155;1229.0
9.628962785132066;1231.0
9.632562150973861;1233.0
9.637110828626367;1235.0
9.641952809645314;1237.0
9.647935386563704;1239.0
9.654327013092542;1241.0
9.660859926552675;1243.0
9.667156947079649;1245.0
9.67306623335132;1247.0
9.679475817978025;1249.0
9.68604873042607;1251.0
9.69274564657328;1253.0
9.699651372042215;1255.0
9.706861719999202;1257.0
9.713746245630125;1259.0
9.721362623271672;1261.0
9.728908514861876;1263.0
9.736210745969622;1265.0
9.742611987909733;1267.0
9.748316315581107;1269.0
9.75357325214319;1271.0
9.75814974234774;1273.0
9.762220243898874;1275.0
9.765438404480724;1277.0
9.767722496148407;1279.0
9.769310207267244;1281.0
9.77030651138763;1283.0
9.77019923354789;1285.0
9.769292622693582;1287.0
9.768540279932756;1289.0
9.767969876638979;1291.0
9.766327017460739;1293.0
9.763408777053286;1295.0
9.759618622044757;1297.0
9.756051144617471;1299.0
9.753072132641385;1301.0
9.749524478415895;1303.0
9.747071216764157;1305.0
9.745777800933253;1307.0
9.745551570277854;1309.0
9.746069169796336;1311.0
9.747228741931625;1313.0
9.748662842425745;1315.0
9.750709763468775;1317.0
9.751819210332382;1319.0
9.752219321865725;1321.0
9.752598521427235;1323.0
9.752323100068532;1325.0
9.751873648899556;1327.0
9.751151270675848;1329.0
9.750710251229977;1331.0
9.750664490502066;1333.0
9.749950120176864;1335.0
9.74744976114707;1337.0
9.744187726548784;1339.0
9.740580232613024;1341.0
9.736574913491696;1343.0
9.732322504419441;1345.0
9.727581482452441;1347.0
9.722680040515664;1349.0
9.71709531316897;1351.0
9.71155259549727;1353.0
9.705734822865574;1355.0
9.699742508495161;1357.0
9.693316089946757;1359.0
9.68651453023001;1361.0
9.679717712704367;1363.0
9.67229976608789;1365.0
9.664674148124977;1367.0
9.656272663607915;1369.0
9.647724968460663;1371.0
9.639488238120208;1373.0
9.631544233571889;1375.0
9.623908396841575;1377.0
9.616249878148311;1379.0
9.60882206635744;1381.0
9.601304014919952;1383.0
9.593677766316333;1385.0
9.586439020344155;1387.0
9.578992964490311;1389.0
9.571212540553486;1391.0
9.56339397982034;1393.0
9.555061923679963;1395.0
9.54670622272242;1397.0
9.53891274170064;1399.0
9.53140387153376;1401.0
9.524412493804872;1403.0
9.51754472199138;1405.0
9.51111707164824;1407.0
9.504836261006968;1409.0
9.498445877872149;1411.0
9.49206487280151;1413.0
9.486075975276188;1415.0
9.480569083394444;1417.0
9.475663865037653;1419.0
9.471309783827948;1421.0
9.467427456568622;1423.0
9.46393103639955;1425.0
9.460739168369336;1427.0
9.457781039949142;1429.0
9.4549986900266;1431.0
9.452346773438906;1433.0
9.449790966770136;1435.0
9.447305899593859;1437.0
9.444600886103983;1439.0
9.441774236414009;1441.0
9.43909454533782;1443.0
9.43601836038923;1445.0
9.43288161924598;1447.0
9.429730478457241;1449.0
9.426300216075049;1451.0
9.422892259443906;1453.0
9.418709111119691;1455.0
9.414776376468751;1457.0
9.410211165129086;1459.0
9.405723126019204;1461.0
9.400723225201345;1463.0
9.395589368769524;1465.0
9.390083042316352;1467.0
9.384308531787811;1469.0
9.378267214582841;1471.0
9.372011343762502;1473.0
9.36532243346692;1475.0
9.358513068568785;1477.0
9.351021151837363;1479.0
9.343375072797484;1481.0
9.335436444170949;1483.0
9.326840509930138;1485.0
9.318620828693227;1487.0
9.31059572761886;1489.0
9.30271435321637;1491.0
9.29520654859362;1493.0
9.28803852788596;1495.0
9.281376290042852;1497.0
9.275195197031863;1499.0
9.269425783386886;1501.0
9.263987569289553;1503.0
9.258801211981416;1505.0
9.253793924595215;1507.0
9.248917594148788;1509.0
9.24411414938174;1511.0
9.23933161583412;1513.0
9.234548480468113;1515.0
9.229552890865918;1517.0
9.224504697800024;1519.0
9.21959101081228;1521.0
9.214885468757064;1523.0
9.210627047197256;1525.0
9.206822783081597;1527.0
9.20342864711915;1529.0
9.200385492359562;1531.0
9.197342534351284;1533.0
9.194369844402706;1535.0
9.191861098162068;1537.0
9.18905514126672;1539.0
9.186805326997693;1541.0
9.185134389136895;1543.0
9.183683347696412;1545.0
9.182689919941119;1547.0
9.18180692441348;1549.0
9.18100173627938;1551.0
9.18052087937857;1553.0
9.180002817778645;1555.0
9.17891931878429;1557.0
9.17790970255045;1559.0
9.17654269401808;1561.0
9.174907996715744;1563.0
9.172979993595114;1565.0
9.170474090896466;1567.0
9.16783858280621;1569.0
9.165200954757811;1571.0
9.163359739361946;1573.0
9.162261067235344;1575.0
9.161679274204378;1577.0
9.161908060586299;1579.0
9.16199280404018;1581.0
9.161783897566666;1583.0
9.16148432690947;1585.0
9.160819570395207;1587.0
9.159787472587874;1589.0
9.158931365014741;1591.0
9.157862114012456;1593.0
9.156354876204212;1595.0
9.154345762996495;1597.0
9.151631993710097;1599.0
9.149052729929451;1601.0
9.146017742300355;1603.0
9.14314908658327;1605.0
9.13996047881796;1607.0
9.13744118731516;1609.0
9.134955392754085;1611.0
9.13302866591984;1613.0
9.131427453890215;1615.0
9.130362620148556;1617.0
9.128318837753117;1619.0
9.126457280256542;1621.0
9.124504089035797;1623.0
9.121970689595885;1625.0
9.119344668870045;1627.0
9.116841372999264;1629.0
9.114190377579703;1631.0
9.111365458151491;1633.0
9.108530374278953;1635.0
9.105668969786594;1637.0
9.102974806298825;1639.0
9.100373827813879;1641.0
9.098022959790333;1643.0
9.096154929247218;1645.0
9.094378726478322;1647.0
9.093276035191183;1649.0
9.092266267782959;1651.0
9.091842251007625;1653.0
9.091402739447076;1655.0
9.091181746726482;1657.0
9.090905469349204;1659.0
9.090580707369451;1661.0
9.090459579293352;1663.0
9.089808688881647;1665.0
9.089199113292262;1667.0
9.08792540526364;1669.0
9.086812133445974;1671.0
9.085377751673034;1673.0
9.083901399712756;1675.0
9.082173801341941;1677.0
9.080219525762846;1679.0
9.07800084122879;1681.0
9.075692626023283;1683.0
9.0733974731193;1685.0
9.07130341255317;1687.0
9.069451792938416;1689.0
9.067830549867463;1691.0
9.066407503900589;1693.0
9.064924732576529;1695.0
9.063365886617385;1697.0
9.061784196391335;1699.0
9.060139942189895;1701.0
9.05823067347021;1703.0
9.056078298022472;1705.0
9.053792133534746;1707.0
9.050873310071436;1709.0
9.048245810778564;1711.0
9.045704575206694;1713.0
9.043396264530685;1715.0
9.041507800487603;1717.0
9.039799548302373;1719.0
9.038007263995;1721.0
9.03615050247538;1723.0
9.034224538948067;1725.0
9.032227777630231;1727.0
9.030380894275389;1729.0
9.028393806708825;1731.0
9.026027089259875;1733.0
9.023693977833137;1735.0
9.021621670188026;1737.0
9.01931987797568;1739.0
9.017031805931634;1741.0
9.014869322150913;1743.0
9.012858285728855;1745.0
9.010980192832191;1747.0
9.009156281671856;1749.0
9.007535446688241;1751.0
9.006133194811383;1753.0
9.004909861728855;1755.0
9.004014537369404;1757.0
9.00363234930292;1759.0
9.00327448396519;1761.0
9.003142594137962;1763.0
9.00321167558664;1765.0
9.003220737236882;1767.0
9.003365004629881;1769.0
9.003420121261842;1771.0
9.003165704035125;1773.0
9.002929098476994;1775.0
9.002251292961194;1777.0
9.001681754015234;1779.0
9.000744235700523;1781.0
8.999732407653353;1783.0
8.998241282936501;1785.0
8.996566540697813;1787.0
8.994971375397192;1789.0
8.993209608399267;1791.0
8.990557222670812;1793.0
8.988334207416091;1795.0
8.985429008701288;1797.0
8.982160510786747;1799.0
8.978596205614577;1801.0
8.974309853857749;1803.0
8.970077319043448;1805.0
8.96628463630079;1807.0
8.962735938061565;1809.0
8.95964101207283;1811.0
8.95709432717406;1813.0
8.954607617449271;1815.0
8.952656937385017;1817.0
8.950780478027463;1819.0
8.948951304942296;1821.0
8.947020900166798;1823.0
8.94531147901645;1825.0
8.943823062265542;1827.0
8.942390756294582;1829.0
8.941077255168647;1831.0
8.93999741878152;1833.0
8.939307875476059;1835.0
8.939128255053884;1837.0
8.939404356363807;1839.0
8.94005692028983;1841.0
8.940989865242363;1843.0
8.942283832304668;1845.0
8.94364669447417;1847.0
8.945351569558552;1849.0
8.947014690012521;1851.0
8.948888316784494;1853.0
8.951016657823462;1855.0
8.953420153978703;1857.0
8.955748317806037;1859.0
8.958604931095373;1861.0
8.961459758510385;1863.0
8.96483192823667;1865.0
8.968014207602229;1867.0
8.971557776574054;1869.0
8.975146547219255;1871.0
8.97861551493371;1873.0
8.981880778594324;1875.0
8.985090279822082;1877.0
8.987474414973246;1879.0
8.989615072215184;1881.0
8.990795158784273;1883.0
8.991994935386442;1885.0
8.99257001174803;1887.0
8.992605079063146;1889.0
8.992525313190798;1891.0
8.99266417142297;1893.0
8.99251534254045;1895.0
8.99240221952489;1897.0
8.99232290434129;1899.0
8.992257324213584;1901.0
8.992225806528273;1903.0
8.992103103725045;1905.0
8.99238062832913;1907.0
8.993006630058185;1909.0
8.993687314348845;1911.0
8.994520369004196;1913.0
8.995403266040706;1915.0
8.99660664647751;1917.0
8.997795455563477;1919.0
8.999962970199826;1921.0
9.002338300411944;1923.0
9.005243588521811;1925.0
9.008934243458423;1927.0
9.013125402692491;1929.0
9.017919345572917;1931.0
9.023311872378098;1933.0
9.028903097388334;1935.0
9.034227725858731;1937.0
9.039525308910312;1939.0
9.044780103013808;1941.0
9.04990181964636;1943.0
9.054683822678685;1945.0
9.05895116672696;1947.0
9.062987913906895;1949.0
9.06702740885996;1951.0
9.071137898290264;1953.0
9.075136470553371;1955.0
9.078863728804999;1957.0
9.082390789616733;1959.0
9.085487856288081;1961.0
9.08854132220932;1963.0
9.0912327393488;1965.0
9.0938362210564;1967.0
9.096044486578586;1969.0
9.097723921487487;1971.0
9.098523790511377;1973.0
9.098730476788935;1975.0
9.098858827654771;1977.0
9.0996296140482;1979.0
9.10054256160291;1981.0
9.101931621803319;1983.0
9.103975330091728;1985.0
9.106054262204623;1987.0
9.108414846417453;1989.0
9.111189396865637;1991.0
9.114581994051642;1993.0
9.11815594657337;1995.0
9.121613409169056;1997.0
9.125153036551659;1999.0
9.129048586241995;2001.0
9.133123256961152;2003.0
9.137367768400608;2005.0
9.141655824023335;2007.0
9.14621552879557;2009.0
9.15105004710935;2011.0
