"total electricity consumption";"tick"
27.091666666666992;1789.0
27.136111111111443;1793.0
27.180555555555895;1797.0
27.225000000000346;1801.0
27.269444444444797;1805.0
27.31388888888925;1809.0
27.3583333333337;1813.0
27.40277777777815;1817.0
27.447222222222603;1821.0
27.491666666667054;1825.0
27.536111111111506;1829.0
27.583333333333734;1833.0
27.63888888888929;1837.0
27.694444444444848;1841.0
27.750000000000405;1845.0
27.811111111111515;1849.0
27.877777777778178;1853.0
27.94444444444484;1857.0
28.011111111111504;1861.0
28.077777777778167;1865.0
28.14444444444483;1869.0
28.211111111111492;1873.0
28.277777777778155;1877.0
28.344444444444818;1881.0
28.41111111111148;1885.0
28.477777777778144;1889.0
28.555555555555927;1893.0
28.63333333333371;1897.0
28.711111111111492;1901.0
28.788888888889275;1905.0
28.866666666667058;1909.0
28.94444444444484;1913.0
29.022222222222624;1917.0
29.100000000000406;1921.0
29.17777777777819;1925.0
29.255555555555972;1929.0
29.333333333333755;1933.0
29.411111111111538;1937.0
29.48888888888932;1941.0
29.566666666667103;1945.0
29.644444444444886;1949.0
29.72222222222267;1953.0
29.800000000000452;1957.0
29.877777777778235;1961.0
29.955555555556018;1965.0
30.0333333333338;1969.0
30.111111111111583;1973.0
30.188888888889366;1977.0
30.26666666666715;1981.0
30.34444444444493;1985.0
30.422222222222715;1989.0
30.500000000000497;1993.0
30.57777777777828;1997.0
30.655555555556063;2001.0
30.733333333333846;2005.0
30.81111111111163;2009.0
30.869444444444966;2012.0
