"Current Speed of Drones";"tick"
4.567641289711233;969.0
4.2149600344044025;971.0
4.34334682789085;973.0
5.073456858402381;975.0
6.422038477831028;977.0
7.253362209882578;979.0
7.9145206030533055;981.0
8.475221781078247;983.0
8.419941564481995;985.0
8.951154396094095;987.0
9.26580265138421;989.0
9.400498194059654;991.0
9.65751180829587;993.0
9.933123427911367;995.0
9.781689633999926;997.0
9.996206627044218;999.0
10.154439095351968;1001.0
10.25848716716374;1003.0
10.313832283218312;1005.0
10.339005172588164;1007.0
10.369885977157658;1009.0
10.07846073953537;1011.0
10.146339282015107;1013.0
10.3432666048185;1015.0
10.516485068159676;1017.0
10.735439348866493;1019.0
10.492548936432804;1021.0
10.63044680162643;1023.0
10.412051476267695;1025.0
9.940370000865958;1027.0
9.964806569391005;1029.0
9.180550361745643;1031.0
9.015337700606107;1033.0
7.841059137071632;1035.0
7.94150660564102;1037.0
7.687172739253509;1039.0
6.604466359687336;1041.0
6.254849329706699;1043.0
5.895956096774475;1045.0
5.504651474010104;1047.0
5.164624969253454;1049.0
5.221002283889123;1051.0
4.987393369146518;1053.0
4.609713804242658;1055.0
4.831726822562335;1057.0
5.225612056361403;1059.0
4.789033417706555;1061.0
5.336054876935588;1063.0
5.36493051745162;1065.0
5.3745911784721585;1067.0
5.941256979635175;1069.0
6.769109892530197;1071.0
7.825159347722636;1073.0
8.952875357600517;1075.0
10.03962904991694;1077.0
11.122589041446806;1079.0
11.684601419223064;1081.0
12.568191932979264;1083.0
12.924539167867028;1085.0
13.200503631213428;1087.0
13.40349217846325;1089.0
13.54550340665228;1091.0
13.639430221672143;1093.0
13.697026687828279;1095.0
13.727988895158473;1097.0
13.739461411555443;1099.0
13.004349183453773;1101.0
13.127620298485446;1103.0
13.01415850214719;1105.0
12.937335271839181;1107.0
11.80967132462247;1109.0
11.666815527488977;1111.0
10.886542588351057;1113.0
11.37878734005362;1115.0
10.751794945703875;1117.0
11.018315909020297;1119.0
10.568048764967367;1121.0
10.577509764309472;1123.0
10.550343574053787;1125.0
10.161591425980317;1127.0
9.329131152809078;1129.0
9.886279685635062;1131.0
9.419744780160306;1133.0
9.869280707289644;1135.0
9.54293011215291;1137.0
9.545650861287633;1139.0
9.881902236389273;1141.0
9.760401284155462;1143.0
8.95388916315899;1145.0
9.455325045372135;1147.0
10.074593381005798;1149.0
10.650765926267184;1151.0
10.44487292255523;1153.0
10.88243107015593;1155.0
11.70786321569879;1157.0
12.76258560325315;1159.0
13.291999021269179;1161.0
13.874376870354656;1163.0
13.994110912943484;1165.0
14.495460591829247;1167.0
14.440493422174034;1169.0
14.529217831658213;1171.0
14.873478277488246;1173.0
15.16908723335752;1175.0
15.393182808656258;1177.0
15.179480563996037;1179.0
14.318348989079723;1181.0
14.279254652441733;1183.0
14.271326379182895;1185.0
13.890090853941643;1187.0
13.893583489138518;1189.0
14.056388538735094;1191.0
13.823810988943059;1193.0
14.696692185510065;1195.0
15.17408103146679;1197.0
15.690040693411746;1199.0
15.626835901953624;1201.0
16.46684779334169;1203.0
16.33847738079949;1205.0
15.874777395343443;1207.0
15.787670004624712;1209.0
14.927711084629813;1211.0
14.094585614202302;1213.0
13.489216338344137;1215.0
13.081363036874137;1217.0
12.602844787983486;1219.0
11.68887986122692;1221.0
11.122229931986508;1223.0
11.117447421910187;1225.0
11.291034162428081;1227.0
10.745773297091715;1229.0
10.910148167855164;1231.0
11.891668015123171;1233.0
12.491109939999667;1235.0
12.695940454649401;1237.0
13.184292605276747;1239.0
13.347276095468574;1241.0
13.816202416134464;1243.0
13.621767742672588;1245.0
13.028683769214611;1247.0
13.644684464952427;1249.0
13.942918606240779;1251.0
13.872314069627338;1253.0
13.872686260636709;1255.0
14.081104890071707;1257.0
14.226027832512766;1259.0
14.475558887196659;1261.0
14.148403714721297;1263.0
14.286253930299413;1265.0
14.229756619076387;1267.0
13.382588179969428;1269.0
12.705229478603917;1271.0
12.072816915726477;1273.0
11.997998388598678;1275.0
11.835682029809798;1277.0
11.190998876583379;1279.0
10.421700326862835;1281.0
10.231627454951553;1283.0
9.420805737465546;1285.0
8.729803234547719;1287.0
9.224594653772852;1289.0
9.575864199208675;1291.0
8.47264497576348;1293.0
7.514011222696743;1295.0
7.2568495265620125;1297.0
7.49952637021975;1299.0
7.581940639235658;1301.0
7.589991596310513;1303.0
8.135995490606312;1305.0
8.899901169618628;1307.0
9.566450839663005;1309.0
10.002894413808061;1311.0
10.566208422381882;1313.0
10.492421302888616;1315.0
10.981539145252997;1317.0
10.634068896927829;1319.0
10.000396133547923;1321.0
9.81744075301938;1323.0
9.383401943509677;1325.0
9.331885514673278;1327.0
8.985054385384693;1329.0
9.466854545356531;1331.0
9.945280922981654;1333.0
9.028783607290862;1335.0
8.180223674806712;1337.0
7.499635447476866;1339.0
7.274192295311303;1341.0
6.911410949207063;1343.0
6.529866705207032;1345.0
6.3946232546930695;1347.0
6.282927141902282;1349.0
5.844995694805271;1351.0
5.858657908473731;1353.0
5.457199422151692;1355.0
5.550049817186545;1357.0
5.260482364908489;1359.0
5.009885046076331;1361.0
5.215957854532973;1363.0
4.565382020087277;1365.0
4.000804205106759;1367.0
3.731871904110775;1369.0
3.5754110570707285;1371.0
3.9903070933237696;1373.0
3.968088315889328;1375.0
4.366808389048292;1377.0
4.33952502326567;1379.0
4.268566198707799;1381.0
4.193413480051188;1383.0
4.104524586698918;1385.0
4.720709738888866;1387.0
4.55125834959619;1389.0
4.189088503797874;1391.0
4.2064747697655385;1393.0
3.46745991593277;1395.0
3.7056858603731886;1397.0
4.088464898137648;1399.0
4.47495990077049;1401.0
4.81558878975158;1403.0
4.658946389710614;1405.0
4.961662327232012;1407.0
5.0675894359316835;1409.0
4.970573606147804;1411.0
5.053603858517096;1413.0
5.295035829093696;1415.0
5.689094376506794;1417.0
6.101604666398307;1419.0
6.471149868866029;1421.0
6.783311246861291;1423.0
7.035650144612489;1425.0
7.232499406394941;1427.0
7.381787368171931;1429.0
7.4925842427982445;1431.0
7.573513938405069;1433.0
7.631966049628799;1435.0
7.673868825965162;1437.0
7.312012496107384;1439.0
7.436966822764417;1441.0
7.529848564845474;1443.0
7.25794667277672;1445.0
7.002616871345929;1447.0
7.195175445435494;1449.0
6.9981431438969;1451.0
6.800394032412393;1453.0
6.272778040189177;1455.0
6.640538867510545;1457.0
6.201794087565663;1459.0
6.242543475644206;1461.0
5.8824241595008395;1463.0
5.546392027065103;1465.0
5.279643131517107;1467.0
5.105792825819307;1469.0
4.907257016383575;1471.0
4.7427162573604615;1473.0
4.62888052745671;1475.0
4.535050971186207;1477.0
3.589580975798545;1479.0
3.746961170675443;1481.0
3.4963221369325552;1483.0
3.170247048580927;1485.0
3.210533142978573;1487.0
3.3867779967530867;1489.0
3.5243432773124264;1491.0
3.602082355644704;1493.0
3.9090839017240206;1495.0
4.278562702830677;1497.0
4.6162731641040535;1499.0
4.899494138937579;1501.0
5.123070626688301;1503.0
5.289182789223678;1505.0
5.4032737484878;1507.0
5.487591096598015;1509.0
5.526428296470992;1511.0
5.532057602194158;1513.0
5.536664983945037;1515.0
5.454956950101089;1517.0
5.226418138808454;1519.0
5.474287967579115;1521.0
5.7110900005449565;1523.0
6.0546350325496645;1525.0
6.3874571893575;1527.0
6.6832585936168005;1529.0
6.933522238515369;1531.0
6.694780758413235;1533.0
6.9829100590621405;1535.0
7.4334464868543275;1537.0
7.190065287853979;1539.0
7.389120923810241;1541.0
8.057974102644419;1543.0
8.223265705551597;1545.0
8.320707540307549;1547.0
8.399897366996065;1549.0
8.452975720824757;1551.0
8.917039569787997;1553.0
8.881804578743107;1555.0
8.466949431447576;1557.0
8.505235882257322;1559.0
7.918253671250272;1561.0
8.01472219765798;1563.0
7.5544973685303525;1565.0
6.976384410859561;1567.0
7.151358771819578;1569.0
6.939957704667073;1571.0
7.981191959557609;1573.0
8.552218671946935;1575.0
8.705244755215643;1577.0
9.538215697189152;1579.0
9.419799984259328;1581.0
8.929266827577091;1583.0
9.06755064143943;1585.0
8.785445763244457;1587.0
8.462809124070478;1589.0
8.64398588156092;1591.0
8.068667691207867;1593.0
7.814130081965077;1595.0
7.744517192970786;1597.0
7.124304788806023;1599.0
7.204965277772514;1601.0
6.854623302824933;1603.0
6.645213018003257;1605.0
6.730556859515664;1607.0
6.9390672480632745;1609.0
6.757725235746819;1611.0
7.7555478026071665;1613.0
8.029566491970314;1615.0
8.64790388969429;1617.0
7.577239935231692;1619.0
7.50425355545581;1621.0
7.4259460658852;1623.0
7.060321193280945;1625.0
6.9754588059008364;1627.0
6.880531915713441;1629.0
6.770910140019897;1631.0
6.888869546512305;1633.0
6.831410975359436;1635.0
6.783399861716575;1637.0
6.840489891800699;1639.0
6.989591190192228;1641.0
7.247601570753002;1643.0
7.674467249586108;1645.0
7.780845688998606;1647.0
8.312989599561904;1649.0
8.394089790218283;1651.0
8.848823861074456;1653.0
8.838299316028584;1655.0
8.784039766893864;1657.0
8.741066710110402;1659.0
8.702047047430458;1661.0
9.079314733741224;1663.0
8.668278426916936;1665.0
8.696440474996404;1667.0
7.958199171193734;1669.0
8.080377593284004;1671.0
7.824231098452632;1673.0
7.5740142781548885;1675.0
7.794460089088415;1677.0
7.633679229965006;1679.0
7.219173447247614;1681.0
6.998407695444419;1683.0
7.069194633378749;1685.0
7.25345503600049;1687.0
7.455518288280272;1689.0
7.6415431694207285;1691.0
7.79844620284856;1693.0
7.9454805612292505;1695.0
7.681444378420851;1697.0
7.8641739753055955;1699.0
7.595796470013045;1701.0
7.379787038402747;1703.0
7.1836717755158155;1705.0
7.111614739494667;1707.0
6.746922346810345;1709.0
6.7481067544627695;1711.0
6.654543120732015;1713.0
7.072797574757358;1715.0
7.393948353258718;1717.0
7.753901538500233;1719.0
7.682375962323192;1721.0
7.2251541349107935;1723.0
7.16185207446112;1725.0
7.092644252549993;1727.0
7.409726716929338;1729.0
7.274670429116549;1731.0
7.154285823240601;1733.0
7.162120765258562;1735.0
7.21946286453851;1737.0
7.10108397048561;1739.0
7.140414543443319;1741.0
7.253979461702583;1743.0
7.372720021591484;1745.0
7.464283185446158;1747.0
7.419027419291847;1749.0
7.668436165903932;1751.0
7.8431542739568885;1753.0
7.842443277281372;1755.0
8.339375240824616;1757.0
8.771164998813482;1759.0
8.797022678267744;1761.0
8.783837581999222;1763.0
9.149919017592154;1765.0
9.0978020680976;1767.0
9.010658373754072;1769.0
8.93586286395381;1771.0
8.882458617512526;1773.0
8.892838342778441;1775.0
8.525833790377728;1777.0
8.612404469727926;1779.0
8.304793665072776;1781.0
8.016969783245717;1783.0
7.416554840859222;1785.0
7.252909066695265;1787.0
7.527957950135164;1789.0
7.381594811205662;1791.0
6.702987417614268;1793.0
7.271159975422402;1795.0
6.234208315319263;1797.0
5.710813978957962;1799.0
5.640426292054314;1801.0
5.225758019455071;1803.0
5.454972876395273;1805.0
5.504995066498377;1807.0
5.740071590094459;1809.0
6.189860731063101;1811.0
6.683840692583312;1813.0
6.750150877237366;1815.0
7.192449003302652;1817.0
6.990805451484409;1819.0
7.291303690204561;1821.0
7.39715330996016;1823.0
7.2422507592100605;1825.0
7.7029137836939325;1827.0
7.773192739965067;1829.0
7.884545260776277;1831.0
8.189658138207387;1833.0
8.314519230514456;1835.0
8.775734099136942;1837.0
9.182665467470223;1839.0
9.514722042305655;1841.0
9.758372146620605;1843.0
10.24989874357541;1845.0
10.28060962536455;1847.0
10.504397951352434;1849.0
10.358477834151348;1851.0
10.847992105514876;1853.0
10.680458512373669;1855.0
11.232298704848349;1857.0
11.260037085010742;1859.0
11.628961960539598;1861.0
11.666020114011827;1863.0
12.141092583909758;1865.0
11.799858307430377;1867.0
12.3371499169616;1869.0
12.393826061037007;1871.0
12.074579087475698;1873.0
11.812540737154896;1875.0
11.962099466533864;1877.0
11.335290992747337;1879.0
10.805181651401385;1881.0
10.066918334257055;1883.0
10.492285474457532;1885.0
9.811054570564824;1887.0
8.48533747911374;1889.0
8.594609169264862;1891.0
9.17357241869713;1893.0
8.777157626013372;1895.0
8.807651272015384;1897.0
8.82294046342442;1899.0
8.835558065847076;1901.0
8.837192194094088;1903.0
8.683415948948301;1905.0
9.118241047173333;1907.0
9.338243047610241;1909.0
9.66759205173887;1911.0
9.710668633039846;1913.0
9.77235623392558;1915.0
10.155463182825775;1917.0
10.445468404607977;1919.0
11.433639816919086;1921.0
11.333528591182743;1923.0
11.961152274926226;1925.0
12.5736735611284;1927.0
13.107780411842633;1929.0
13.714023838591324;1931.0
14.297462155831806;1933.0
14.406056247607241;1935.0
14.204829380663472;1937.0
14.357177721699289;1939.0
13.95931601456641;1941.0
14.216647379011253;1943.0
13.82625563725701;1945.0
13.183316747978122;1947.0
12.822623867834949;1949.0
13.084945239734136;1951.0
13.380384198372404;1953.0
13.285585676334282;1955.0
12.841437104716203;1957.0
12.841411550621572;1959.0
12.005644618984606;1961.0
11.993298431997813;1963.0
11.759205694849276;1965.0
11.471419611053403;1967.0
11.473152544493963;1969.0
10.623264941270676;1971.0
9.782971492469656;1973.0
9.314218369199567;1975.0
9.350833676564356;1977.0
10.0265945032649;1979.0
10.287653598466303;1981.0
10.485132571897223;1983.0
11.468301207541883;1985.0
11.309639731306145;1987.0
11.426593289516434;1989.0
11.930205210785854;1991.0
12.304732175579945;1993.0
12.602355661693803;1995.0
12.558827593621679;1997.0
12.68130883814827;1999.0
13.23924110279751;2001.0
13.41582367508162;2003.0
13.57176745144803;2005.0
13.503279135104378;2007.0
13.795907070644523;2009.0
14.021844550809728;2011.0
